"bin","type","target","value","location"
"9.7","bin","2 wk ahead","0.000115352833878664","HHS Region 5"
"9.7","bin","3 wk ahead","0","HHS Region 5"
"9.7","bin","4 wk ahead","0","HHS Region 5"
"9.8","bin","1 wk ahead","0.00256015998397714","HHS Region 5"
"9.8","bin","2 wk ahead","8.91172454222879e-05","HHS Region 5"
"9.8","bin","3 wk ahead","0","HHS Region 5"
"9.8","bin","4 wk ahead","0","HHS Region 5"
"9.9","bin","1 wk ahead","0.00228008879121269","HHS Region 5"
"9.9","bin","2 wk ahead","0.000200500423739084","HHS Region 5"
"9.9","bin","3 wk ahead","0","HHS Region 5"
"9.9","bin","4 wk ahead","0","HHS Region 5"
"10.0","bin","1 wk ahead","0.00228310503623138","HHS Region 5"
"10.0","bin","2 wk ahead","0.00018988711925473","HHS Region 5"
"10.0","bin","3 wk ahead","0","HHS Region 5"
"10.0","bin","4 wk ahead","0","HHS Region 5"
"10.1","bin","1 wk ahead","0.00202555598051698","HHS Region 5"
"10.1","bin","2 wk ahead","0.000137618766773172","HHS Region 5"
"10.1","bin","3 wk ahead","0","HHS Region 5"
"10.1","bin","4 wk ahead","0","HHS Region 5"
"10.2","bin","1 wk ahead","0.00217212027707513","HHS Region 5"
"10.2","bin","2 wk ahead","0.000154578047425503","HHS Region 5"
"10.2","bin","3 wk ahead","0","HHS Region 5"
"10.2","bin","4 wk ahead","0","HHS Region 5"
"10.3","bin","1 wk ahead","0.00223457913379678","HHS Region 5"
"10.3","bin","2 wk ahead","9.90272282897466e-05","HHS Region 5"
"10.3","bin","3 wk ahead","0","HHS Region 5"
"10.3","bin","4 wk ahead","0","HHS Region 5"
"10.4","bin","1 wk ahead","0.00252004740755633","HHS Region 5"
"10.4","bin","2 wk ahead","0.000131272790605194","HHS Region 5"
"10.4","bin","3 wk ahead","0","HHS Region 5"
"10.4","bin","4 wk ahead","0","HHS Region 5"
"10.5","bin","1 wk ahead","0.00251686362122289","HHS Region 5"
"10.5","bin","2 wk ahead","0.000163651530798354","HHS Region 5"
"10.5","bin","3 wk ahead","0","HHS Region 5"
"10.5","bin","4 wk ahead","0","HHS Region 5"
"10.6","bin","1 wk ahead","0.00177156681849147","HHS Region 5"
"10.6","bin","2 wk ahead","0.000270431378489868","HHS Region 5"
"10.6","bin","3 wk ahead","0","HHS Region 5"
"10.6","bin","4 wk ahead","0","HHS Region 5"
"10.7","bin","1 wk ahead","0.00201527762454223","HHS Region 5"
"10.7","bin","2 wk ahead","0.000208386221018563","HHS Region 5"
"10.7","bin","3 wk ahead","0","HHS Region 5"
"10.7","bin","4 wk ahead","0","HHS Region 5"
"10.8","bin","1 wk ahead","0.00204821554257523","HHS Region 5"
"10.8","bin","2 wk ahead","0.000195897093113802","HHS Region 5"
"10.8","bin","3 wk ahead","0","HHS Region 5"
"10.8","bin","4 wk ahead","0","HHS Region 5"
"10.9","bin","1 wk ahead","0.00175329281464395","HHS Region 5"
"10.9","bin","2 wk ahead","0.000136228256248607","HHS Region 5"
"10.9","bin","3 wk ahead","0","HHS Region 5"
"10.9","bin","4 wk ahead","0","HHS Region 5"
"11.0","bin","1 wk ahead","0.00189141958612448","HHS Region 5"
"11.0","bin","2 wk ahead","0.00021913270338063","HHS Region 5"
"11.0","bin","3 wk ahead","0","HHS Region 5"
"11.0","bin","4 wk ahead","0","HHS Region 5"
"11.1","bin","1 wk ahead","0.00187449916192619","HHS Region 5"
"11.1","bin","2 wk ahead","0.000191426940366232","HHS Region 5"
"11.1","bin","3 wk ahead","0","HHS Region 5"
"11.1","bin","4 wk ahead","0","HHS Region 5"
"11.2","bin","1 wk ahead","0.00215501708895225","HHS Region 5"
"11.2","bin","2 wk ahead","0.000234621809474939","HHS Region 5"
"11.2","bin","3 wk ahead","0","HHS Region 5"
"11.2","bin","4 wk ahead","0","HHS Region 5"
"11.3","bin","1 wk ahead","0.00203360497298745","HHS Region 5"
"11.3","bin","2 wk ahead","0.000248095799041879","HHS Region 5"
"11.3","bin","3 wk ahead","0","HHS Region 5"
"11.3","bin","4 wk ahead","0","HHS Region 5"
"11.4","bin","1 wk ahead","0.00179588610166781","HHS Region 5"
"11.4","bin","2 wk ahead","0.000465273963388011","HHS Region 5"
"11.4","bin","3 wk ahead","0","HHS Region 5"
"11.4","bin","4 wk ahead","0","HHS Region 5"
"11.5","bin","1 wk ahead","0.00176307906550739","HHS Region 5"
"11.5","bin","2 wk ahead","0.000523349465297447","HHS Region 5"
"11.5","bin","3 wk ahead","0","HHS Region 5"
"11.5","bin","4 wk ahead","0","HHS Region 5"
"11.6","bin","1 wk ahead","0.00150801689310525","HHS Region 5"
"11.6","bin","2 wk ahead","0.000728155546907305","HHS Region 5"
"11.6","bin","3 wk ahead","0","HHS Region 5"
"11.6","bin","4 wk ahead","0","HHS Region 5"
"11.7","bin","1 wk ahead","0.00164795105491856","HHS Region 5"
"11.7","bin","2 wk ahead","0.000344465166680233","HHS Region 5"
"11.7","bin","3 wk ahead","0","HHS Region 5"
"11.7","bin","4 wk ahead","0","HHS Region 5"
"11.8","bin","1 wk ahead","0.00179311766234361","HHS Region 5"
"11.8","bin","2 wk ahead","0.000550445222219288","HHS Region 5"
"11.8","bin","3 wk ahead","0","HHS Region 5"
"11.8","bin","4 wk ahead","0","HHS Region 5"
"11.9","bin","1 wk ahead","0.00157136053568259","HHS Region 5"
"11.9","bin","2 wk ahead","0.000580274662248544","HHS Region 5"
"11.9","bin","3 wk ahead","0","HHS Region 5"
"11.9","bin","4 wk ahead","0","HHS Region 5"
"12.0","bin","1 wk ahead","0.00176622903765675","HHS Region 5"
"12.0","bin","2 wk ahead","0.000660653992313843","HHS Region 5"
"12.0","bin","3 wk ahead","0","HHS Region 5"
"12.0","bin","4 wk ahead","0","HHS Region 5"
"12.1","bin","1 wk ahead","0.0022037534670396","HHS Region 5"
"12.1","bin","2 wk ahead","0.000702340791603174","HHS Region 5"
"12.1","bin","3 wk ahead","0","HHS Region 5"
"12.1","bin","4 wk ahead","0","HHS Region 5"
"12.2","bin","1 wk ahead","0.00201573987520015","HHS Region 5"
"12.2","bin","2 wk ahead","0.000621945842954973","HHS Region 5"
"12.2","bin","3 wk ahead","0","HHS Region 5"
"12.2","bin","4 wk ahead","0","HHS Region 5"
"12.3","bin","1 wk ahead","0.00178545930688555","HHS Region 5"
"12.3","bin","2 wk ahead","0.00104660313385221","HHS Region 5"
"12.3","bin","3 wk ahead","0","HHS Region 5"
"12.3","bin","4 wk ahead","0","HHS Region 5"
"12.4","bin","1 wk ahead","0.00142162455232291","HHS Region 5"
"12.4","bin","2 wk ahead","0.000789364204884002","HHS Region 5"
"12.4","bin","3 wk ahead","0","HHS Region 5"
"12.4","bin","4 wk ahead","0","HHS Region 5"
"12.5","bin","1 wk ahead","0.00148720517769275","HHS Region 5"
"12.5","bin","2 wk ahead","0.000702660226909812","HHS Region 5"
"12.5","bin","3 wk ahead","0","HHS Region 5"
"12.5","bin","4 wk ahead","0","HHS Region 5"
"12.6","bin","1 wk ahead","0.00136877661022848","HHS Region 5"
"12.6","bin","2 wk ahead","0.000787496866144593","HHS Region 5"
"12.6","bin","3 wk ahead","0","HHS Region 5"
"12.6","bin","4 wk ahead","0","HHS Region 5"
"12.7","bin","1 wk ahead","0.00153879775742568","HHS Region 5"
"12.7","bin","2 wk ahead","0.00112822366385514","HHS Region 5"
"12.7","bin","3 wk ahead","0","HHS Region 5"
"12.7","bin","4 wk ahead","0","HHS Region 5"
"12.8","bin","1 wk ahead","0.0011790890869471","HHS Region 5"
"12.8","bin","2 wk ahead","0.000663353037357728","HHS Region 5"
"12.8","bin","3 wk ahead","2.07261117830057e-05","HHS Region 5"
"12.8","bin","4 wk ahead","0","HHS Region 5"
"12.9","bin","1 wk ahead","0.0014193842644326","HHS Region 5"
"12.9","bin","2 wk ahead","0.000992397796077765","HHS Region 5"
"12.9","bin","3 wk ahead","0","HHS Region 5"
"12.9","bin","4 wk ahead","0","HHS Region 5"
"13.0","bin","1 wk ahead","0.00131333238448819","HHS Region 5"
"13.0","bin","2 wk ahead","0.00119643855754547","HHS Region 5"
"13.0","bin","3 wk ahead","3.68488929407294e-05","HHS Region 5"
"13.0","bin","4 wk ahead","0","HHS Region 5"
"13.1","bin","1 wk ahead","0.00099293807259023","HHS Region 5"
"13.1","bin","2 wk ahead","0.0010439552906808","HHS Region 5"
"13.1","bin","3 wk ahead","3.68488929407294e-05","HHS Region 5"
"13.1","bin","4 wk ahead","0","HHS Region 5"
"13.2","bin","1 wk ahead","0.00119497957561331","HHS Region 5"
"13.2","bin","2 wk ahead","0.000884930759478581","HHS Region 5"
"13.2","bin","3 wk ahead","0","HHS Region 5"
"13.2","bin","4 wk ahead","0","HHS Region 5"
"13.3","bin","1 wk ahead","0.00158138255976854","HHS Region 5"
"13.3","bin","2 wk ahead","0.00124880117397074","HHS Region 5"
"13.3","bin","3 wk ahead","0","HHS Region 5"
"13.3","bin","4 wk ahead","0","HHS Region 5"
"13.4","bin","1 wk ahead","0.00115256486925017","HHS Region 5"
"13.4","bin","2 wk ahead","0.0011746948843888","HHS Region 5"
"13.4","bin","3 wk ahead","0","HHS Region 5"
"13.4","bin","4 wk ahead","0","HHS Region 5"
"13.5","bin","1 wk ahead","0.00128051950453167","HHS Region 5"
"13.5","bin","2 wk ahead","0.00126273389195128","HHS Region 5"
"13.5","bin","3 wk ahead","3.68488929407294e-05","HHS Region 5"
"13.5","bin","4 wk ahead","0","HHS Region 5"
"13.6","bin","1 wk ahead","0.00134804338051022","HHS Region 5"
"13.6","bin","2 wk ahead","0.00157702556590539","HHS Region 5"
"13.6","bin","3 wk ahead","0","HHS Region 5"
"13.6","bin","4 wk ahead","0","HHS Region 5"
"13.7","bin","1 wk ahead","0.0012536019546508","HHS Region 5"
"13.7","bin","2 wk ahead","0.00150464283213223","HHS Region 5"
"13.7","bin","3 wk ahead","3.68488929407294e-05","HHS Region 5"
"13.7","bin","4 wk ahead","0","HHS Region 5"
"13.8","bin","1 wk ahead","0.000969785383554683","HHS Region 5"
"13.8","bin","2 wk ahead","0.00143199018203936","HHS Region 5"
"13.8","bin","3 wk ahead","0","HHS Region 5"
"13.8","bin","4 wk ahead","0","HHS Region 5"
"13.9","bin","1 wk ahead","0.00151062512619646","HHS Region 5"
"13.9","bin","2 wk ahead","0.00155207103974002","HHS Region 5"
"13.9","bin","3 wk ahead","0","HHS Region 5"
"13.9","bin","4 wk ahead","0","HHS Region 5"
"14.0","bin","1 wk ahead","0.000584677656047638","HHS Region 5"
"14.0","bin","2 wk ahead","0.00163495310800699","HHS Region 5"
"14.0","bin","3 wk ahead","0","HHS Region 5"
"14.0","bin","4 wk ahead","0","HHS Region 5"
"14.1","bin","1 wk ahead","0.000927179192279445","HHS Region 5"
"14.1","bin","2 wk ahead","0.00184357061561773","HHS Region 5"
"14.1","bin","3 wk ahead","3.68488929407294e-05","HHS Region 5"
"14.1","bin","4 wk ahead","0","HHS Region 5"
"14.2","bin","1 wk ahead","0.000965468791717878","HHS Region 5"
"14.2","bin","2 wk ahead","0.00161134169375117","HHS Region 5"
"14.2","bin","3 wk ahead","6.83911336392821e-05","HHS Region 5"
"14.2","bin","4 wk ahead","0","HHS Region 5"
"14.3","bin","1 wk ahead","0.000796787930332115","HHS Region 5"
"14.3","bin","2 wk ahead","0.00124803757822743","HHS Region 5"
"14.3","bin","3 wk ahead","8.53504142916133e-05","HHS Region 5"
"14.3","bin","4 wk ahead","0","HHS Region 5"
"14.4","bin","1 wk ahead","0.00103801583834795","HHS Region 5"
"14.4","bin","2 wk ahead","0.00153397330777476","HHS Region 5"
"14.4","bin","3 wk ahead","5.22683524815584e-05","HHS Region 5"
"14.4","bin","4 wk ahead","0","HHS Region 5"
"14.5","bin","1 wk ahead","0.000664925203720959","HHS Region 5"
"14.5","bin","2 wk ahead","0.00160411418892533","HHS Region 5"
"14.5","bin","3 wk ahead","0","HHS Region 5"
"14.5","bin","4 wk ahead","0","HHS Region 5"
"14.6","bin","1 wk ahead","0.000886433547528153","HHS Region 5"
"14.6","bin","2 wk ahead","0.00200376998933523","HHS Region 5"
"14.6","bin","3 wk ahead","5.22683524815584e-05","HHS Region 5"
"14.6","bin","4 wk ahead","0","HHS Region 5"
"14.7","bin","1 wk ahead","0.000867524626411385","HHS Region 5"
"14.7","bin","2 wk ahead","0.00175476702237928","HHS Region 5"
"14.7","bin","3 wk ahead","0","HHS Region 5"
"14.7","bin","4 wk ahead","0","HHS Region 5"
"14.8","bin","1 wk ahead","0.000965468791717878","HHS Region 5"
"14.8","bin","2 wk ahead","0.00204255583563554","HHS Region 5"
"14.8","bin","3 wk ahead","3.15422406985527e-05","HHS Region 5"
"14.8","bin","4 wk ahead","0","HHS Region 5"
"14.9","bin","1 wk ahead","0.000913789117069789","HHS Region 5"
"14.9","bin","2 wk ahead","0.00206288281614514","HHS Region 5"
"14.9","bin","3 wk ahead","0.000146692250146023","HHS Region 5"
"14.9","bin","4 wk ahead","0","HHS Region 5"
"15.0","bin","1 wk ahead","0.000614409546195384","HHS Region 5"
"15.0","bin","2 wk ahead","0.00227748380254599","HHS Region 5"
"15.0","bin","3 wk ahead","8.53504142916133e-05","HHS Region 5"
"15.0","bin","4 wk ahead","0","HHS Region 5"
"15.1","bin","1 wk ahead","0.000854612727002339","HHS Region 5"
"15.1","bin","2 wk ahead","0.00201724292829621","HHS Region 5"
"15.1","bin","3 wk ahead","0.000110546678822188","HHS Region 5"
"15.1","bin","4 wk ahead","0","HHS Region 5"
"15.2","bin","1 wk ahead","0.000455239536403672","HHS Region 5"
"15.2","bin","2 wk ahead","0.0022677879516955","HHS Region 5"
"15.2","bin","3 wk ahead","4.14522235660115e-05","HHS Region 5"
"15.2","bin","4 wk ahead","0","HHS Region 5"
"15.3","bin","1 wk ahead","0.000482734395858939","HHS Region 5"
"15.3","bin","2 wk ahead","0.00164884928150527","HHS Region 5"
"15.3","bin","3 wk ahead","3.15422406985527e-05","HHS Region 5"
"15.3","bin","4 wk ahead","0","HHS Region 5"
"15.4","bin","1 wk ahead","0.00043585564878415","HHS Region 5"
"15.4","bin","2 wk ahead","0.00190046209099135","HHS Region 5"
"15.4","bin","3 wk ahead","0.000110546678822188","HHS Region 5"
"15.4","bin","4 wk ahead","0","HHS Region 5"
"15.5","bin","1 wk ahead","0.000380446089847375","HHS Region 5"
"15.5","bin","2 wk ahead","0.00181702730180023","HHS Region 5"
"15.5","bin","3 wk ahead","0.000107616347186121","HHS Region 5"
"15.5","bin","4 wk ahead","0","HHS Region 5"
"15.6","bin","1 wk ahead","0.000446391227587086","HHS Region 5"
"15.6","bin","2 wk ahead","0.00193850770076609","HHS Region 5"
"15.6","bin","3 wk ahead","0.000109843357205294","HHS Region 5"
"15.6","bin","4 wk ahead","0","HHS Region 5"
"15.7","bin","1 wk ahead","0.000417684064648224","HHS Region 5"
"15.7","bin","2 wk ahead","0.00176123868167664","HHS Region 5"
"15.7","bin","3 wk ahead","6.83911336392821e-05","HHS Region 5"
"15.7","bin","4 wk ahead","0","HHS Region 5"
"15.8","bin","1 wk ahead","0.000264200419725066","HHS Region 5"
"15.8","bin","2 wk ahead","0.00195812813120095","HHS Region 5"
"15.8","bin","3 wk ahead","0.000142925419015348","HHS Region 5"
"15.8","bin","4 wk ahead","0","HHS Region 5"
"15.9","bin","1 wk ahead","0.00018219080786202","HHS Region 5"
"15.9","bin","2 wk ahead","0.00203181583573581","HHS Region 5"
"15.9","bin","3 wk ahead","8.61869137862207e-05","HHS Region 5"
"15.9","bin","4 wk ahead","0","HHS Region 5"
"16.0","bin","1 wk ahead","0.000282372003860993","HHS Region 5"
"16.0","bin","2 wk ahead","0.00178278601605779","HHS Region 5"
"16.0","bin","3 wk ahead","0.000195193771496907","HHS Region 5"
"16.0","bin","4 wk ahead","0","HHS Region 5"
"16.1","bin","1 wk ahead","0.000346210031588113","HHS Region 5"
"16.1","bin","2 wk ahead","0.00205083200168761","HHS Region 5"
"16.1","bin","3 wk ahead","8.53504142916133e-05","HHS Region 5"
"16.1","bin","4 wk ahead","0","HHS Region 5"
"16.2","bin","1 wk ahead","0.00017752917020235","HHS Region 5"
"16.2","bin","2 wk ahead","0.00231061575057605","HHS Region 5"
"16.2","bin","3 wk ahead","0.00011515000944747","HHS Region 5"
"16.2","bin","4 wk ahead","0","HHS Region 5"
"16.3","bin","1 wk ahead","0.00012301441779457","HHS Region 5"
"16.3","bin","2 wk ahead","0.0017697759791943","HHS Region 5"
"16.3","bin","3 wk ahead","9.99333743378348e-05","HHS Region 5"
"16.3","bin","4 wk ahead","0","HHS Region 5"
"16.4","bin","1 wk ahead","0.00018219080786202","HHS Region 5"
"16.4","bin","2 wk ahead","0.00200471682161614","HHS Region 5"
"16.4","bin","3 wk ahead","0.000213895697691934","HHS Region 5"
"16.4","bin","4 wk ahead","0","HHS Region 5"
"16.5","bin","1 wk ahead","0.00012301441779457","HHS Region 5"
"16.5","bin","2 wk ahead","0.00181344472907315","HHS Region 5"
"16.5","bin","3 wk ahead","7.53707848706738e-05","HHS Region 5"
"16.5","bin","4 wk ahead","0","HHS Region 5"
"16.6","bin","1 wk ahead","0.000141186001930496","HHS Region 5"
"16.6","bin","2 wk ahead","0.00198899870896813","HHS Region 5"
"16.6","bin","3 wk ahead","6.83911336392821e-05","HHS Region 5"
"16.6","bin","4 wk ahead","0","HHS Region 5"
"16.7","bin","1 wk ahead","0.000164019223726093","HHS Region 5"
"16.7","bin","2 wk ahead","0.00249195606576615","HHS Region 5"
"16.7","bin","3 wk ahead","0.000243695292847791","HHS Region 5"
"16.7","bin","4 wk ahead","0","HHS Region 5"
"16.8","bin","1 wk ahead","5.91763900674499e-05","HHS Region 5"
"16.8","bin","2 wk ahead","0.00214526394974003","HHS Region 5"
"16.8","bin","3 wk ahead","0.000220592860458675","HHS Region 5"
"16.8","bin","4 wk ahead","3.68488929407294e-05","HHS Region 5"
"16.9","bin","1 wk ahead","8.20096118630466e-05","HHS Region 5"
"16.9","bin","2 wk ahead","0.00184676750738242","HHS Region 5"
"16.9","bin","3 wk ahead","0.000359751448343349","HHS Region 5"
"16.9","bin","4 wk ahead","0","HHS Region 5"
"17.0","bin","1 wk ahead","0.00018219080786202","HHS Region 5"
"17.0","bin","2 wk ahead","0.0021738350192898","HHS Region 5"
"17.0","bin","3 wk ahead","0.000165191351909856","HHS Region 5"
"17.0","bin","4 wk ahead","0","HHS Region 5"
"17.1","bin","1 wk ahead","0","HHS Region 5"
"17.1","bin","2 wk ahead","0.00231153290723012","HHS Region 5"
"17.1","bin","3 wk ahead","0.000189684294823537","HHS Region 5"
"17.1","bin","4 wk ahead","0","HHS Region 5"
"17.2","bin","1 wk ahead","0.000100181195998973","HHS Region 5"
"17.2","bin","2 wk ahead","0.0017906649891885","HHS Region 5"
"17.2","bin","3 wk ahead","0.000179774311956078","HHS Region 5"
"17.2","bin","4 wk ahead","0","HHS Region 5"
"17.3","bin","1 wk ahead","5.91763900674499e-05","HHS Region 5"
"17.3","bin","2 wk ahead","0.00191844532606642","HHS Region 5"
"17.3","bin","3 wk ahead","0.000493909541421354","HHS Region 5"
"17.3","bin","4 wk ahead","0","HHS Region 5"
"17.4","bin","1 wk ahead","4.10048059315233e-05","HHS Region 5"
"17.4","bin","2 wk ahead","0.00187757304976637","HHS Region 5"
"17.4","bin","3 wk ahead","0.000153741547930895","HHS Region 5"
"17.4","bin","4 wk ahead","0","HHS Region 5"
"17.5","bin","1 wk ahead","0","HHS Region 5"
"17.5","bin","2 wk ahead","0.00214109116318718","HHS Region 5"
"17.5","bin","3 wk ahead","0.000242155471736289","HHS Region 5"
"17.5","bin","4 wk ahead","0","HHS Region 5"
"17.6","bin","1 wk ahead","4.10048059315233e-05","HHS Region 5"
"17.6","bin","2 wk ahead","0.00183742807380721","HHS Region 5"
"17.6","bin","3 wk ahead","0.000411614151962521","HHS Region 5"
"17.6","bin","4 wk ahead","0","HHS Region 5"
"17.7","bin","1 wk ahead","0","HHS Region 5"
"17.7","bin","2 wk ahead","0.00178598193385647","HHS Region 5"
"17.7","bin","3 wk ahead","0.000407143999214951","HHS Region 5"
"17.7","bin","4 wk ahead","0","HHS Region 5"
"17.8","bin","1 wk ahead","0.0001183527801349","HHS Region 5"
"17.8","bin","2 wk ahead","0.00159451807538823","HHS Region 5"
"17.8","bin","3 wk ahead","0.000247462123978465","HHS Region 5"
"17.8","bin","4 wk ahead","0","HHS Region 5"
"17.9","bin","1 wk ahead","5.91763900674499e-05","HHS Region 5"
"17.9","bin","2 wk ahead","0.0022516148276714","HHS Region 5"
"17.9","bin","3 wk ahead","0.000645141590868427","HHS Region 5"
"17.9","bin","4 wk ahead","0","HHS Region 5"
"18.0","bin","1 wk ahead","0","HHS Region 5"
"18.0","bin","2 wk ahead","0.0019282366990331","HHS Region 5"
"18.0","bin","3 wk ahead","0.000271470702415669","HHS Region 5"
"18.0","bin","4 wk ahead","2.07261117830057e-05","HHS Region 5"
"18.1","bin","1 wk ahead","0","HHS Region 5"
"18.1","bin","2 wk ahead","0.00156422606536794","HHS Region 5"
"18.1","bin","3 wk ahead","0.000457388166108531","HHS Region 5"
"18.1","bin","4 wk ahead","3.15422406985527e-05","HHS Region 5"
"18.2","bin","1 wk ahead","0","HHS Region 5"
"18.2","bin","2 wk ahead","0.00181031517508348","HHS Region 5"
"18.2","bin","3 wk ahead","0.000523357949978447","HHS Region 5"
"18.2","bin","4 wk ahead","0","HHS Region 5"
"18.3","bin","1 wk ahead","4.10048059315233e-05","HHS Region 5"
"18.3","bin","2 wk ahead","0.00153744203505122","HHS Region 5"
"18.3","bin","3 wk ahead","0.000461005686652268","HHS Region 5"
"18.3","bin","4 wk ahead","1.69592806523311e-05","HHS Region 5"
"18.4","bin","1 wk ahead","4.10048059315233e-05","HHS Region 5"
"18.4","bin","2 wk ahead","0.00163270525511507","HHS Region 5"
"18.4","bin","3 wk ahead","0.000450541692754852","HHS Region 5"
"18.4","bin","4 wk ahead","0","HHS Region 5"
"18.5","bin","1 wk ahead","0","HHS Region 5"
"18.5","bin","2 wk ahead","0.00171017310058505","HHS Region 5"
"18.5","bin","3 wk ahead","0.000746723346805253","HHS Region 5"
"18.5","bin","4 wk ahead","0","HHS Region 5"
"18.6","bin","1 wk ahead","4.10048059315233e-05","HHS Region 5"
"18.6","bin","2 wk ahead","0.00133819466170185","HHS Region 5"
"18.6","bin","3 wk ahead","0.000831341543025939","HHS Region 5"
"18.6","bin","4 wk ahead","0","HHS Region 5"
"18.7","bin","1 wk ahead","0","HHS Region 5"
"18.7","bin","2 wk ahead","0.00160407810108943","HHS Region 5"
"18.7","bin","3 wk ahead","0.000704216615023582","HHS Region 5"
"18.7","bin","4 wk ahead","0","HHS Region 5"
"18.8","bin","1 wk ahead","0","HHS Region 5"
"18.8","bin","2 wk ahead","0.00173691635206234","HHS Region 5"
"18.8","bin","3 wk ahead","0.000630667191309694","HHS Region 5"
"18.8","bin","4 wk ahead","0","HHS Region 5"
"18.9","bin","1 wk ahead","0","HHS Region 5"
"18.9","bin","2 wk ahead","0.00138674736895854","HHS Region 5"
"18.9","bin","3 wk ahead","0.000505132851998264","HHS Region 5"
"18.9","bin","4 wk ahead","1.69592806523311e-05","HHS Region 5"
"19.0","bin","1 wk ahead","0","HHS Region 5"
"19.0","bin","2 wk ahead","0.0013520999106474","HHS Region 5"
"19.0","bin","3 wk ahead","0.000815263791031472","HHS Region 5"
"19.0","bin","4 wk ahead","0","HHS Region 5"
"19.1","bin","1 wk ahead","4.10048059315233e-05","HHS Region 5"
"19.1","bin","2 wk ahead","0.00171377014868246","HHS Region 5"
"19.1","bin","3 wk ahead","0.000943568757098975","HHS Region 5"
"19.1","bin","4 wk ahead","0","HHS Region 5"
"19.2","bin","1 wk ahead","0","HHS Region 5"
"19.2","bin","2 wk ahead","0.00148229965574932","HHS Region 5"
"19.2","bin","3 wk ahead","0.000947709083440179","HHS Region 5"
"19.2","bin","4 wk ahead","0","HHS Region 5"
"19.3","bin","1 wk ahead","0","HHS Region 5"
"19.3","bin","2 wk ahead","0.00136874068525247","HHS Region 5"
"19.3","bin","3 wk ahead","0.000915127518815826","HHS Region 5"
"19.3","bin","4 wk ahead","0","HHS Region 5"
"19.4","bin","1 wk ahead","0","HHS Region 5"
"19.4","bin","2 wk ahead","0.00123734676520818","HHS Region 5"
"19.4","bin","3 wk ahead","0.000965707688018311","HHS Region 5"
"19.4","bin","4 wk ahead","4.14522235660115e-05","HHS Region 5"
"19.5","bin","1 wk ahead","4.10048059315233e-05","HHS Region 5"
"19.5","bin","2 wk ahead","0.00134381169296338","HHS Region 5"
"19.5","bin","3 wk ahead","0.000928853567594407","HHS Region 5"
"19.5","bin","4 wk ahead","1.69592806523311e-05","HHS Region 5"
"19.6","bin","1 wk ahead","8.20096118630466e-05","HHS Region 5"
"19.6","bin","2 wk ahead","0.0015372310101455","HHS Region 5"
"19.6","bin","3 wk ahead","0.000969221438071361","HHS Region 5"
"19.6","bin","4 wk ahead","3.15422406985527e-05","HHS Region 5"
"19.7","bin","1 wk ahead","0","HHS Region 5"
"19.7","bin","2 wk ahead","0.00113598525332425","HHS Region 5"
"19.7","bin","3 wk ahead","0.00103132010938692","HHS Region 5"
"19.7","bin","4 wk ahead","0","HHS Region 5"
"19.8","bin","1 wk ahead","0","HHS Region 5"
"19.8","bin","2 wk ahead","0.00174426791780532","HHS Region 5"
"19.8","bin","3 wk ahead","0.00113792697752064","HHS Region 5"
"19.8","bin","4 wk ahead","5.4644673087668e-05","HHS Region 5"
"19.9","bin","1 wk ahead","0","HHS Region 5"
"19.9","bin","2 wk ahead","0.00128772011192881","HHS Region 5"
"19.9","bin","3 wk ahead","0.000768683090330941","HHS Region 5"
"19.9","bin","4 wk ahead","0","HHS Region 5"
"20.0","bin","1 wk ahead","0","HHS Region 5"
"20.0","bin","2 wk ahead","0.000982273253286952","HHS Region 5"
"20.0","bin","3 wk ahead","0.00142355556927978","HHS Region 5"
"20.0","bin","4 wk ahead","1.69592806523311e-05","HHS Region 5"
"20.1","bin","1 wk ahead","0","HHS Region 5"
"20.1","bin","2 wk ahead","0.00107219745031025","HHS Region 5"
"20.1","bin","3 wk ahead","0.00119300250124053","HHS Region 5"
"20.1","bin","4 wk ahead","0","HHS Region 5"
"20.2","bin","1 wk ahead","0","HHS Region 5"
"20.2","bin","2 wk ahead","0.00133720167301176","HHS Region 5"
"20.2","bin","3 wk ahead","0.001157146925903","HHS Region 5"
"20.2","bin","4 wk ahead","3.68488929407294e-05","HHS Region 5"
"20.3","bin","1 wk ahead","0","HHS Region 5"
"20.3","bin","2 wk ahead","0.00123644184859261","HHS Region 5"
"20.3","bin","3 wk ahead","0.0014573072662559","HHS Region 5"
"20.3","bin","4 wk ahead","3.76853924353369e-05","HHS Region 5"
"20.4","bin","1 wk ahead","0","HHS Region 5"
"20.4","bin","2 wk ahead","0.0010957045544024","HHS Region 5"
"20.4","bin","3 wk ahead","0.00129792632097175","HHS Region 5"
"20.4","bin","4 wk ahead","6.83911336392821e-05","HHS Region 5"
"20.5","bin","1 wk ahead","0","HHS Region 5"
"20.5","bin","2 wk ahead","0.00125036777435768","HHS Region 5"
"20.5","bin","3 wk ahead","0.00131102453848301","HHS Region 5"
"20.5","bin","4 wk ahead","3.68488929407294e-05","HHS Region 5"
"20.6","bin","1 wk ahead","0","HHS Region 5"
"20.6","bin","2 wk ahead","0.000809954801270856","HHS Region 5"
"20.6","bin","3 wk ahead","0.00175485575866668","HHS Region 5"
"20.6","bin","4 wk ahead","0.000153741547930895","HHS Region 5"
"20.7","bin","1 wk ahead","0","HHS Region 5"
"20.7","bin","2 wk ahead","0.00109531741089432","HHS Region 5"
